Description,Summary,Cause of Issue,Request Category,Comments,input_text,Topic,Topic_Probability,Matched_Subtopic
Please add a produce pallet to the order I received an error message when I tried to add it 827048 Thanks,Customer wants to add a produce pallet to their order.,Request of Customer Relations,Orders - Pre delivery -> Produce Request,022025 08b15fa988bc6049b4aa6fe30b7a3629c1Good morning Thank you for contacting customer support We are looking into this request and will get back to you shortly Charity | 022025 09b15fa988bc6049b4aa6fe30b7a3629c1Good morning Unfortunately your order is locked for orders and we cannot make any changes at this time I do see that you have 1 of 700757 Produce Pallet 3 WAY Cabbage Carrot Sweet Potatoes on your order If you receive this pallet and still would like more produce please feel free to add available produce to your future orders should your Produce Limit allow Charity,Orders - Pre delivery -> Produce Request | Customer wants to add a produce pallet to their order.,-1,0.0,Add items to order
Received a system error when trying to pay the invoice online with visa card a aSorry you can not pay an invoice with an Unapproved Payment In order to pay this invoice get in contact with usa,Customer received a system error when trying to pay an invoice online with a Visa card.,Other,Billing / Grants -> General Questions,122024 0338c8249284fe40dc890161d65a68f6d3Good afternoon and thank you for contacting customer support Please contact for billing inquiries CiArra,Billing / Grants -> General Questions | Customer received a system error when trying to pay an invoice online with a Visa card.,7,0.4046527206342732,Billing Inquiry
I am unable to add 827004 Pallet of Potatoes to my order SO58835,Customer is unable to add a pallet of potatoes to their order.,Request of Customer Relations,Orders - Pre delivery -> Edit Order Items,042024 01f58131cbb67d43c7b30d6b58d40bd077Hi Monica Cole We just received your request for assistance We will reply as soon as possible Thank you Customer Relations Capital Area Food Bank | 042024 0138c8249284fe40dc890161d65a68f6d3Good afternoon and thank you for contacting customer support I have updated your order as requested CiArra,Orders - Pre delivery -> Edit Order Items | Customer is unable to add a pallet of potatoes to their order.,4,0.4126964594340292,Add Items to Order
Is this item available It has been on the menu since Friday but it say 0 available h1 822678 Sweet Potatoes Mix 40lbs Around the Bay Farmers 140 lbs Case Thanks,Customer wants to know if the sweet potato mix is available.,Request of Customer Relations,Orders - Pre delivery -> Produce Request,112024 0238c8249284fe40dc890161d65a68f6d3Good afternoon and thank you for contacting customer support I have updated your order as requested I have added 4 of the sweet potatoes onto your upcoming order for 1122 CiArra,Orders - Pre delivery -> Produce Request | Customer wants to know if the sweet potato mix is available.,12,0.5410439593501041,Add Fruits
Is there any availability for this item It says 0 on the menu h1 800119 Kale Greens Bin 350 AVG Thanks,Customer wants to know if there is availability for a specific item.,Request of Customer Relations,Orders - Pre delivery -> Produce Request,112024 0538c8249284fe40dc890161d65a68f6d3Good afternoon and thank you for contacting customer support I have updated your order as requested and have added 1 bin of the kale CiArra,Orders - Pre delivery -> Produce Request | Customer wants to know if there is availability for a specific item.,6,0.7979320088035977,Order Inquiry
Is this item available Also the pallet of Ghost Hydration Drinks100830 Ghost Hydration Drink FUL PALLET 119 cases 126 and 1127 for delivery but neither item shows up as available,Customer wants to know if an item is available for delivery.,Request of Customer Relations,Orders - Pre delivery -> Edit Order Items,112024 0938c8249284fe40dc890161d65a68f6d3Good morning Could you please provide me with the Sales order and the quantity you wish to have for these items if they are available CiArra | 112024 1065d20c5a0c84458e8ce1adb90d07460f2d55c854186845c0af26130a1c9758ed On Wednesday November 20 2024 at 0954 AM EST CR wrote SO185643 We would like 2 of the frozen meals if available Thank you aaaa Reply above this line CR commented Good morning Could you please provide me with the Sales order and the quantity you wish to have for these items if they are available CiArra A This is shared with Monica Cole Sent on November 20 2024 951 AM EST | 112024 1138c8249284fe40dc890161d65a68f6d3Good morning We only had one available of the 100799 so I added that onto your order CiArra | 112024 1165d20c5a0c84458e8ce1adb90d07460f2d55c854186845c0af26130a1c9758edThank you Was the hydration drink pallet available 100830 | 112024 11f58131cbb67d43c7b30d6b58d40bd077Customer has replied after the ticket has been resolved,Orders - Pre delivery -> Edit Order Items | Customer wants to know if an item is available for delivery.,10,0.389349507954108,Edit delivery items
Unable to add item to order 100875 Assorted Frozen Meals DONATED FULL PALLET 11500 as well as 100830 Is there a maximum of 3 for snack boxes 100842 BOX Assorted Snacks 110 lbs Box if not can you add 2 more boxes to the order Order SO185643,Customer wants to add 2 more boxes of assorted snacks to their order.,Request of Customer Relations,Orders - Pre delivery -> Edit Order Items,112024 0538c8249284fe40dc890161d65a68f6d3Good afternoon and thank you for contacting customer support I was able to add 1 of each item onto your order We only had one of each item available to add CiArra,Orders - Pre delivery -> Edit Order Items | Customer wants to add 2 more boxes of assorted snacks to their order.,4,0.7338218793603402,Add Items to Order
Unable to add 100877 Organic Broth to order Menu says 30 available Please add 15 cases to the order Thank you,Customer wants to add 15 cases of organic broth to their order.,Request of Customer Relations,Orders - Pre delivery -> Edit Order Items,112024 01b15fa988bc6049b4aa6fe30b7a3629c1Good afternoon Thank you for contacting customer support I have added 15 cases to your order Charity,Orders - Pre delivery -> Edit Order Items | Customer wants to add 15 cases of organic broth to their order.,4,1.0,Add Items to Order
Unable to revise my order and its greater than 3 days before deadline Please add 1 800908 Cabbage bin 5 100889 Teriyaki Cauliflower,Customer wants to add a new item to their order and needs help with the deadline.,Request of Customer Relations,Orders - Pre delivery -> Edit Order Items,122024 0819Good morning Thank you for reaching out to Customer Service Your order was locked early because we will be closed from tomorrow until January 2nd As a result our Operations Team is pulling orders for the 2nd and the 3rd today I have gone ahead and made an exception for you by updating your order as requested Happy Holidays Best | 122024 0865d20c5a0c84458e8ce1adb90d07460f2d55c854186845c0af26130a1c9758edThank you Happy Holidays | 122024 08f58131cbb67d43c7b30d6b58d40bd077Customer has replied after the ticket has been resolved,Orders - Pre delivery -> Edit Order Items | Customer wants to add a new item to their order and needs help with the deadline.,10,0.4259261980753236,Add items to order
Our clients have lots of children and we would like to offer them apples We are over our produce limit by a little over 200 pounds for the month Is there a way to add the 3 pound bags of apples to our order to serve the children,Customer wants to add apples to their order to serve children.,Request of Customer Relations,Orders - Pre delivery -> Produce Request,012025 0138c8249284fe40dc890161d65a68f6d3Good afternoon and thank you for contacting customer support I have added 2 of the Apples Local MD 175 x 3 bags in BINS 1525 lbs Bin onto your upcoming order CiArra | 012025 0265d20c5a0c84458e8ce1adb90d07460f2d55c854186845c0af26130a1c9758edThank you | 012025 02f58131cbb67d43c7b30d6b58d40bd077Customer has replied after the ticket has been resolved,Orders - Pre delivery -> Produce Request | Customer wants to add apples to their order to serve children.,6,0.476496570658962,Add to Order
